word,sentence
perfectly,Perfectly.
animals,Animals.
greatest,The Greatest Martial Arts Games The Greatest Martial Arts Games
dry,Dry.
tie,Tie him up.
trial,Trial?
condition,On one condition.
leader,Leader!
oil,Oil.
understood,Understood.
prepare,Prepare to fire.
pack,Pack your things.
grace,Grace.
cards,Cards?
feed,Feed me.
shirt,Take off your shirt.
deserve,You deserve it.
base,Return to base.
meat,Meat.
discuss,We'll discuss it later.
hearing,You're not hearing me.
concerned,I'm concerned.
agreed,Agreed.
noticed,I noticed.
local,Local Entertainment Of Japan
post,This is my post.
soldiers,Soldiers!
director,Director.
prepared,Be prepared.
chair,Pull up a chair.
ticket,That's the ticket.
breathe,Breathe.
remain,You have the right to remain silent.
teeth,Teeth.
what'd,What'd you say?
drug,He's a drug dealer.
martin,Martin.
horses,Hold your horses.
center,Front and center.
united,United!
stories,These are their stories.
stars,Stars.
nuts,Are you nuts?
destroyed,Destroyed.
guest,Be my guest.
games,The Greatest Martial Arts Games The Greatest Martial Arts Games
cake,Piece of cake.
ex,Ex-wife.
brown,Brown.
fill,Fill it up.
surely,Surely.
mountain,Mountain.
opinion,What's your opinion?
cream,Ice cream.
band,Big Band
program,The following program is brought to you in living color on NBC.
breath,Take a deep breath.
spoke,We spoke on the phone.
usual,The usual.
recognize,Don't you recognize me?
bringing,Bringing in the sheaves
larry,Larry.
stolen,Stolen?
robert,Robert.
natural,It's natural.
settle,Settle down.
suggest,What do you suggest?
shows,It shows.
gate,Open the gate!
heh,Heh.
afford,I can't afford it.
st,ST.
wash,Wash your hands.
starts,Engine Starts
although,Although...
nearly,Nearly.
it'd,It'd be fun.
pray,Let us pray.
driver,Driver!
gay,I'm gay.
paying,I'm paying.
freedom,Freedom!
comfortable,Make yourself comfortable.
monster,Monster!
lately,Not lately.
sunday,Sunday.
chris,Chris.
manager,Manager!
ugly,Ugly.
training,Training?
restaurant,Restaurant.
older,Older.
powerful,Powerful.
desk,Front desk.
german,German.
travel,Travel.
planning,What are you planning to do?
proof,Proof?
target,Target acquired.
nurse,Nurse!
opportunity,It's a great opportunity.
soldier,Soldier!
meaning,Meaning?
chinese,Chinese?
loose,Loose!
gentleman,He's a gentleman.
ghost,Ghost!
letters,What letters?
aw,Aw.
lift,Thanks for the lift.
draw,Draw!
credit,Credit card?
ours,Ours.
jane,Jane.
coat,Get your coat.
lied,I lied.
plus,Plus one.
jake,Jake.
career,Career?
hurts,It hurts.
name's,My name's...
view,Nice view.
heat,Heat.
student,I'm a student.
release,Release him.
medicine,Medicine.
fred,Fred.
records,Records?
defense,Defense!
lonely,I'm lonely.
truly,Truly.
criminal,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders."
arrested,Arrested?
ordered,So ordered.
easier,Easier said than done.
spare,Spare me.
saturday,Saturday.
horrible,It's horrible.
grandma,Grandma!
market,Black market.
excited,I'm so excited.
suicide,Suicide?
ideas,Any ideas?
nowhere,Nowhere.
unit,"In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit."
national,National security.
andy,Andy.
split,Let's split up.
bite,Bite me.
pig,Pig!
jealous,Jealous?
lab,The lab.
bullet,Faster than a speeding bullet.
onto,I'm onto you.
prefer,Which do you prefer?
numbers,Numbers.
client,A client.
dig,Dig.
weak,Weak.
conversation,This conversation is over.
grandpa,Grandpa!
dont,I dont know.
pieces,Bits and pieces.
minister,Prime Minister.
breaking,You're breaking up.
mail,You've got mail.
harm,No harm done.
invited,Who invited you?
expecting,I've been expecting you.
aware,I'm aware of that.
sooner,The sooner the better.
brave,Be brave.
signal,Wait for my signal.
purpose,For what purpose?
responsibility,It's my responsibility.
towards,Come towards me.
england,England.
movies,Movies?
fantastic,Fantastic.
happiness,Happiness.
biggest,The biggest.
turning,There's no turning back.
threw,I threw it away.
ed,Ed.
incredible,Incredible.
coach,Coach.
grown,You've grown.
survive,I'll survive.
hill,Previously on One Tree Hill.
whenever,Whenever you're ready.
re,You' re right.
sweetie,"Hi, sweetie."
matters,That's all that matters.
fucked,I fucked up.
super,Super.
pretend,Don't pretend.
lf,lf you say so.
wet,You're all wet.
balls,Balls.
bodies,Where are the bodies?
gang,"Hey, gang."
character,What a character!
selling,What are you selling?
followed,I followed you.
bless,God bless you.
property,This is private property.
permission,Permission granted.
stayed,I stayed.
friday,Friday.
arthur,Arthur!
chest,Chest!
fate,Fate.
roof,On the roof.
letting,Thanks for letting me know.
introduce,Allow me to introduce myself.
goodness,"Oh, my goodness."
bright,Look on the bright side.
block,Block.
noise,What's that noise?
finger,Pull my finger.
enter,Enter.
opened,I opened it.
thief,Thief!
headed,Where are you headed?
expected,As well as can be expected.
project,"The Babylon Project was our last, best hope for peace."
science,Science.
garden,In the garden.
madame,Madame.
pool,Pool.
where'd,Where'd he go?
investigation,Federal Bureau of Investigation.
research,Research.
nothin,Nothin'.
weather,How's the weather?
heading,Where are you heading?
damage,Damage report.
spring,Spring.
disappeared,He disappeared.
gee,Gee.
believed,And you believed him?
da,Ta-da!
dan,Dan.
tickets,"Tickets, please."
sugar,Sugar?
society,Society!
style,I like your style.
returned,I have returned.
vote,Let's vote.
brilliant,Brilliant.
unfortunately,Unfortunately.
staff,"Thy rod and thy staff, they comfort me."
personally,Don't take it personally.
o'clock,Eight o'clock.
falling,I'm falling!
handsome,Handsome.
weight,You've lost weight.
finding,Finding release
ears,I'm all ears.
pocket,In my pocket.
flat,Flat.
fortune,A fortune.
dave,Dave.
adam,Adam.
lake,Lake.
pete,Pete.
bell,Ring a bell?
language,Watch your language.
fake,It's a fake.
began,Down from the door where it began
example,For example...
received,Message received.
pair,Two pair.
y'all,"Come on, y'all."
downstairs,Downstairs.
pleased,Pleased to meet you.
sees,What if someone sees us?
castle,Castle.
lines,In between the lines there's a lot of obscurity
remind,Don't remind me.
liar,Liar!
dad's,Dad's dead!
someone's,Someone's coming.
brings,What brings you here?
easily,Easily.
member,I'm a member.
shake,Shake hands.
sending,We're sending you a strip.
kinda,Kinda.
trade,Trade.
total,Total.
fancy,Fancy that.
spread,Spread out!
cares,Who cares?
birth,Date of birth?
joey,Joey.
airport,Airport.
walter,Walter.
naked,Naked?
eggs,Eggs.
fingers,Watch your fingers.
signed,President Clark signed a decree declaring martial law.
rough,That's rough.
video,Video.
bread,Bread.
stomach,My stomach hurts.
monsieur,Monsieur.
lucy,Lucy!
pity,Pity.
page,They're a page right out of history
shower,I'm gonna take a shower.
add,It doesn't add up.
covered,I got it covered.
failed,I failed.
loud,Not so loud.
france,France.
motherfucker,Motherfucker!
pounds,Pounds.
carter,Carter.
rent,Rent?
clearly,Clearly.
must've,Something must've happened.
doors,Open the doors!
sudden,Don't make any sudden moves.
cheap,Cheap.
lesson,I've learned my lesson.
farm,A farm?
streets,Save our streets!
ohh,Ohh!
subject,Don't change the subject.
insurance,Insurance.
exist,It doesn't exist.
storm,Storm.
slept,I slept with him.
silver,Silver.
bath,Take a bath.
buried,Dead and buried.
secretary,Mr. Secretary.
trees,Trees.
forced,No sign of forced entry.
opening,It's opening!
realized,I just realized something.
repeat,Repeat.
telephone,Telephone.
contract,Contract?
fellas,"Hey, fellas."
surgery,Surgery?
thomas,Thomas.
insane,Are you insane?
manage,I'll manage.
murderer,Murderer!
speech,Speech!
thoughts,Any thoughts?
paint,Paint.
students,"Attention, students."
l'll,l'll be right back.
silence,Silence!
fixed,I fixed it.
request,Request denied.
officers,We're police officers.
doctors,Doctors.
ashamed,Aren't you ashamed?
nights,I work nights.
joy,Joy.
eric,Eric!
path,Clear a path.
ends,Ends
snow,Snow.
warning,I'm warning you.
points,Two points.
scare,I didn't mean to scare you.
ended,"It should have ended that day, but evil was allowed to endure."
cheese,Cheese.
bedroom,In the bedroom.
access,Captioned by Media Access Group at WGBH access.wgbh.org
screw,Screw you.
slowly,Slowly.
television,Television.
map,The map.
cheers,Cheers.
belongs,It belongs to me.
nobody's,Nobody's perfect.
british,British.
terrific,Terrific.
merry,Merry Christmas.
throat,Clears Throat
rush,What's the rush?
matt,Matt.
japanese,Japanese.
fbi,FBI.
funeral,It's your funeral.
soft,Soft.
social,I'm a social worker.
runs,It runs in the family.
yourselves,Enjoy yourselves.
something's,Something's wrong.
caused,What caused it?
santa,Santa!
divorce,I want a divorce.
burning,It's burning!
kim,Kim.
safety,Safety first.
lisa,Lisa!
priest,Priest!
drinks,Drinks?
yellow,Yellow.
thousands,Thousands.
discovered,What have you discovered?
familiar,You look familiar.
william,William.
ruined,I'm ruined.
washington,Washington.
square,Back to square one.
female,Female.
tongue,Cat got your tongue?
carrying,What are you carrying?
showing,Why are you showing me this?
photo,Photo.
wise,Very wise.
someday,Someday.
mood,I'm not in the mood.
kate,Kate.
nope,Nope.
ate,I already ate.
regret,You won't regret it.
smith,Smith.
engine,Engine Starts
genius,You're a genius.
anna,Anna.
waited,I waited.
members,"In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit."
shape,He's in bad shape.
glasses,My glasses.
tall,How tall are you?
lover,Lover?
butt,Butt out!
clark,Clark.
rights,I know my rights.
tears,No tears.
rome,Rome.
carefully,Listen carefully.
planned,I hadn't planned on it.
issue,That's not the issue.
reasons,I have my reasons.
laughs,Laughs
legal,Is that legal?
revenge,Revenge.
lower,Lower.
expensive,It's expensive.
rat,Rat!
courage,Courage.
nah,Nah.
mercy,Mercy!
deliver,I deliver perfection...
license,License and registration.
mentioned,Forget I mentioned it.
buying,I'm buying.
birds,Birds.
filled,"You see, this business is filled to the brim with unrealistic motherfuckers."
crowd,Crowd Cheering
data,Data.
mayor,Mr. Mayor.
honestly,Honestly.
pilot,Pilot?
trap,It's a trap.
proper,Proper?
obvious,It's obvious.
royal,Your Royal Highness.
powers,"By your powers combined, I am Captain Planet!"
loss,I'm sorry for your loss.
assume,I assume so.
hired,You're hired.
exciting,How exciting.
professional,I'm a professional.
hidden,Hidden.
depends,It depends.
success,Success.
regular,Regular.
guests,Guests?
odd,That's odd.
male,Male.
ruin,Don't ruin it.
football,Football.
badly,Badly.
grave,Which grave?
scott,Scott.
fan,I'm a big fan.
fought,We fought.
pa,Pa!
harder,Harder!
plant,Plant!
screaming,Screaming
thou,Thou shalt not kill.
created,I created you.
poison,Poison?
vacation,I'm on vacation.
bones,Bones.
clever,Very clever.
details,Details.
model,Model?
create,They are using a bounty hunter named Jango Fett to create a clone army.
russian,Russian.
original,How original.
jerk,Jerk.
im,Im sorry.
parts,Parts.
finds,I will be hoping that this letter finds you and finds you well.
ls,ls it?
likely,Not likely.
recently,Not recently.
simon,Simon.
chan,Chan!
maria,Maria!
ted,Ted.
based,Based on what?
alan,Alan.
candy,Candy!
forest,In the forest.
rescue,I'm here to rescue you.
interview,This interview is over.
assistant,My assistant.
monkey,Monkey!
grandfather,Grandfather!
knowledge,Not to my knowledge.
universe,We're the princes of the universe
season,Season 2
cab,Cab!
memories,Memories.
theory,In theory.
attorney,You have the right to an attorney.
tiny,Tiny.
awesome,Awesome.
midnight,Midnight.
daniel,Daniel.
load,Load!
statement,How about a statement?
jeff,Jeff.
saving,Thank you for saving my life.
useless,It's useless.
ocean,The ocean.
taxi,Taxi!
attacked,He attacked me.
brian,Brian.
ear,My ear!
positive,Positive.
decent,Are you decent?
wherever,"Come out, come out, wherever you are."
checking,Just checking.
growing,It's growing.
painting,Painting.
gosh,"Oh, my gosh."
lips,My lips are sealed.
thy,Thy kingdom come.
rate,At this rate...
palace,It's a palace.
riding,It's like riding a bike.
higher,Higher!
golden,Golden.
crash,crash
temple,Temple.
switch,Switch.
rise,All rise.
appointment,I have an appointment.
younger,Younger.
meal,Enjoy your meal.
awake,Are you awake?
neighborhood,I was in the neighborhood.
jury,Has the jury reached a verdict?
woods,In the woods.
picking,Thanks for picking me up.
march,March!
winter,Winter.
shock,What a shock.
invite,Thanks for the invite.
somethin,You know somethin'?
carl,Carl.
answers,I want answers.
kelly,Kelly.
changes,Nothing changes.
monday,Monday.
guards,Guards!
treasure,Treasure?
desert,The desert.
freeze,Freeze!
burned,I burned it.
soup,Soup.
jacket,Nice jacket.
hearts,Hearts.
reached,Has the jury reached a verdict?
appear,It would appear so.
cases,Let's get down to cases.
indian,Indian.
swim,I can't swim!
aboard,Welcome aboard.
committed,He committed suicide.
century,This is the 20th century.
hung,He hung up.
victory,Victory!
journey,Safe journey.
below,Look out below!
miracle,It's a miracle.
section,Which section?
range,Range?
everybody's,Everybody's here.
percent,Twenty percent.
fella,"Hey, fella."
grateful,I'm grateful.
refuse,I refuse.
susan,Susan.
suffer,"But wherever there was evil, wherever an innocent would suffer, there would be..."
enemies,Enemies?
kevin,Kevin.
jason,Jason.
romantic,How romantic.
pure,Pure and simple.
jean,Jean.
distance,Long distance.
reality,Reality.
sometime,You should try it sometime.
amount,"A relatively small amount, 68 million."
laid,"Course laid in, sir."
drove,I drove.
champagne,Champagne?
zero,Zero.
charges,What are the charges?
owner,Are you the owner?
avoid,"I can avoid being seen if I wish but to disappear entirely, that is a rare gift."
hook,Hook!
dollar,One dollar.
forces,He joined the Special Forces.
shots,Shots fired.
concern,Thank you for your concern.
chocolate,Chocolate.
babe,"Hey, babe."
county,County General.
chase,Chase.
spell,How do you spell that?
tied,My hands are tied.
including,Including you.
julie,Julie.
humans,Humans.
process,It's a process.
warn,I warn you.
leo,Leo.
wound,It's just a flesh wound.
particular,Nothing in particular.
somebody's,Somebody's coming.
official,It's official.
prisoner,Prisoner?
touched,I'm touched.
per,It only cost us a pack of smokes per man.
central,Central.
california,California.
faces,Did you see their faces?
highness,Your Highness.
jobs,"Freed him to hide in lonely desperation, to change his identity, to toil at many jobs."
laura,Laura.
challenge,Challenge!
hoo,Whoo-hoo!
people's,The Judean People's Front!
boring,Boring.
jones,Jones.
ships,Back to the ships!
clock,The clock is ticking.
wood,Wood.
barely,Barely.
alice,Alice.
helen,Helen.
offered,He offered me a job.
friendly,Friendly.
aside,Move aside.
player,Best watched using Open Subtitles MKV Player
shopping,Shopping.
dies,Everybody dies.
grant,Grant.
grew,We grew up together.
bleeding,You're bleeding.
hunt,Hunt.
mustn't,You mustn't.
rachel,Rachel.
tip,Thanks for the tip.
bike,Nice bike.
stranger,"Hey, stranger."
rob,Rob!
patients,I have patients to see.
tear,Tear it up.
sisters,Sisters?
thee,"With this ring, I thee wed."
changing,The world is changing.
dawn,Dawn.
penny,Penny!
i'ii,I'II be right back.
dealing,You have no idea who you're dealing with.
